# Earth_adiabatic_iron_silicate_2layer
# Calculated total mass (Me): 0.9998795466
# Calculated total radius (Re): 0.9868325224
# Calculated surface pressure (bar): 14.0129496395
# Calculated surface density (kg m-3): 3359.5000000000
# Mass at layer boundaries (Me): 0.3250077055 0.9998795466
# Radius at layer boundaries (Re): 0.5154151625 0.9868325224
# Pressure at layer boundaries (GPa): 152.3542098369 0.0014012950
# Temperature at layer boundaries (K): 4231.1583516629 2581.6548129777
# M (kg)	R (m)	P (Pa)	rho (kg m-3)	T (K)	layer
3.1248997016e+20	1.7161000000e+05	4.3320335357e+11	14771.1547459617	5496.9119733580	N/A
3.1303662034e+20	1.7171000000e+05	4.3320230748e+11	14771.1463300483	5496.9083683635	N/A
3.1358390748e+20	1.7181000000e+05	4.3320126077e+11	14771.1379092314	5496.9047612646	N/A
3.1413183194e+20	1.7191000000e+05	4.3320021346e+11	14771.1294835108	5496.9011520610	N/A
3.1468039411e+20	1.7201000000e+05	4.3319916554e+11	14771.1210528868	5496.8975407529	N/A
3.1522959434e+20	1.7211000000e+05	4.3319811701e+11	14771.1126173591	5496.8939273403	N/A
3.1577943301e+20	1.7221000000e+05	4.3319706787e+11	14771.1041769280	5496.8903118231	N/A
3.1632991049e+20	1.7231000000e+05	4.3319601812e+11	14771.0957315933	5496.8866942014	N/A
3.1688102716e+20	1.7241000000e+05	4.3319496776e+11	14771.0872813552	5496.8830744750	N/A
3.1743278337e+20	1.7251000000e+05	4.3319391679e+11	14771.0788262136	5496.8794526442	N/A
3.1798517950e+20	1.7261000000e+05	4.3319286521e+11	14771.0703661685	5496.8758287087	N/A
3.1853821593e+20	1.7271000000e+05	4.3319181302e+11	14771.0619012199	5496.8722026687	N/A
3.1909189301e+20	1.7281000000e+05	4.3319076023e+11	14771.0534313679	5496.8685745241	N/A
3.1964621113e+20	1.7291000000e+05	4.3318970682e+11	14771.0449566125	5496.8649442749	N/A
3.2020117065e+20	1.7301000000e+05	4.3318865281e+11	14771.0364769537	5496.8613119211	N/A
3.2075677194e+20	1.7311000000e+05	4.3318759819e+11	14771.0279923915	5496.8576774627	N/A
3.2131301538e+20	1.7321000000e+05	4.3318654296e+11	14771.0195029258	5496.8540408998	N/A
3.2186990132e+20	1.7331000000e+05	4.3318548711e+11	14771.0110085568	5496.8504022322	N/A
3.2242743016e+20	1.7341000000e+05	4.3318443066e+11	14771.0025092845	5496.8467614601	N/A
3.2298560224e+20	1.7351000000e+05	4.3318337361e+11	14770.9940051088	5496.8431185833	N/A
3.2354441795e+20	1.7361000000e+05	4.3318231594e+11	14770.9854960298	5496.8394736020	N/A
3.2410387765e+20	1.7371000000e+05	4.3318125766e+11	14770.9769820474	5496.8358265160	N/A
3.2466398172e+20	1.7381000000e+05	4.3318019877e+11	14770.9684631617	5496.8321773254	N/A
3.2522473052e+20	1.7391000000e+05	4.3317913928e+11	14770.9599393728	5496.8285260302	N/A
3.2578612443e+20	1.7401000000e+05	4.3317807917e+11	14770.9514106806	5496.8248726304	N/A
3.2634816381e+20	1.7411000000e+05	4.3317701846e+11	14770.9428770851	5496.8212171260	N/A
3.2691084903e+20	1.7421000000e+05	4.3317595713e+11	14770.9343385863	5496.8175595169	N/A
3.2747418048e+20	1.7431000000e+05	4.3317489520e+11	14770.9257951843	5496.8138998032	N/A
3.2803815851e+20	1.7441000000e+05	4.3317383266e+11	14770.9172468791	5496.8102379848	N/A
3.2860278350e+20	1.7451000000e+05	4.3317276951e+11	14770.9086936707	5496.8065740619	N/A
3.2916805581e+20	1.7461000000e+05	4.3317170575e+11	14770.9001355591	5496.8029080342	N/A
3.2973397582e+20	1.7471000000e+05	4.3317064138e+11	14770.8915725443	5496.7992399020	N/A
3.3030054390e+20	1.7481000000e+05	4.3316957640e+11	14770.8830046263	5496.7955696651	N/A
3.3086776041e+20	1.7491000000e+05	4.3316851082e+11	14770.8744318052	5496.7918973235	N/A
3.3143562574e+20	1.7501000000e+05	4.3316744462e+11	14770.8658540809	5496.7882228773	N/A
3.3200414024e+20	1.7511000000e+05	4.3316637781e+11	14770.8572714535	5496.7845463264	N/A
3.3257330429e+20	1.7521000000e+05	4.3316531040e+11	14770.8486839230	5496.7808676708	N/A
3.3314311826e+20	1.7531000000e+05	4.3316424238e+11	14770.8400914894	5496.7771869106	N/A
3.3371358252e+20	1.7541000000e+05	4.3316317374e+11	14770.8314941527	5496.7735040457	N/A
3.3428469744e+20	1.7551000000e+05	4.3316210450e+11	14770.8228919129	5496.7698190762	N/A
3.3485646339e+20	1.7561000000e+05	4.3316103465e+11	14770.8142847701	5496.7661320019	N/A
3.3542888073e+20	1.7571000000e+05	4.3315996419e+11	14770.8056727242	5496.7624428230	N/A
3.3600194985e+20	1.7581000000e+05	4.3315889312e+11	14770.7970557753	5496.7587515394	N/A
3.3657567111e+20	1.7591000000e+05	4.3315782145e+11	14770.7884339234	5496.7550581511	N/A
3.3715004488e+20	1.7601000000e+05	4.3315674916e+11	14770.7798071684	5496.7513626581	N/A
3.3772507153e+20	1.7611000000e+05	4.3315567626e+11	14770.7711755105	5496.7476650605	N/A
3.3830075144e+20	1.7621000000e+05	4.3315460276e+11	14770.7625389496	5496.7439653581	N/A
3.3887708496e+20	1.7631000000e+05	4.3315352864e+11	14770.7538974857	5496.7402635510	N/A
3.3945407248e+20	1.7641000000e+05	4.3315245392e+11	14770.7452511189	5496.7365596392	N/A
3.4003171436e+20	1.7651000000e+05	4.3315137859e+11	14770.7365998492	5496.7328536227	N/A
3.4061001097e+20	1.7661000000e+05	4.3315030265e+11	14770.7279436765	5496.7291455015	N/A
3.4118896268e+20	1.7671000000e+05	4.3314922609e+11	14770.7192826009	5496.7254352756	N/A
3.4176856987e+20	1.7681000000e+05	4.3314814893e+11	14770.7106166224	5496.7217229449	N/A
3.4234883290e+20	1.7691000000e+05	4.3314707117e+11	14770.7019457410	5496.7180085095	N/A
3.4292975215e+20	1.7701000000e+05	4.3314599279e+11	14770.6932699568	5496.7142919694	N/A
3.4351132797e+20	1.7711000000e+05	4.3314491380e+11	14770.6845892697	5496.7105733246	N/A
3.4409356076e+20	1.7721000000e+05	4.3314383421e+11	14770.6759036798	5496.7068525750	N/A
3.4467645086e+20	1.7731000000e+05	4.3314275400e+11	14770.6672131870	5496.7031297207	N/A
3.4525999866e+20	1.7741000000e+05	4.3314167319e+11	14770.6585177915	5496.6994047616	N/A
3.4584420453e+20	1.7751000000e+05	4.3314059176e+11	14770.6498174931	5496.6956776978	N/A
3.4642906883e+20	1.7761000000e+05	4.3313950973e+11	14770.6411122919	5496.6919485293	N/A
3.4701459194e+20	1.7771000000e+05	4.3313842709e+11	14770.6324021880	5496.6882172559	N/A
3.4760077422e+20	1.7781000000e+05	4.3313734384e+11	14770.6236871814	5496.6844838779	N/A
3.4818761605e+20	1.7791000000e+05	4.3313625998e+11	14770.6149672719	5496.6807483950	N/A
3.4877511779e+20	1.7801000000e+05	4.3313517551e+11	14770.6062424598	5496.6770108074	N/A
3.4936327983e+20	1.7811000000e+05	4.3313409043e+11	14770.5975127449	5496.6732711151	N/A
3.4995210251e+20	1.7821000000e+05	4.3313300475e+11	14770.5887781274	5496.6695293179	N/A
3.5054158623e+20	1.7831000000e+05	4.3313191845e+11	14770.5800386071	5496.6657854160	N/A
3.5113173134e+20	1.7841000000e+05	4.3313083155e+11	14770.5712941842	5496.6620394093	N/A
3.5172253822e+20	1.7851000000e+05	4.3312974403e+11	14770.5625448586	5496.6582912979	N/A
3.5231400724e+20	1.7861000000e+05	4.3312865591e+11	14770.5537906304	5496.6545410816	N/A
3.5290613876e+20	1.7871000000e+05	4.3312756718e+11	14770.5450314995	5496.6507887605	N/A
3.5349893317e+20	1.7881000000e+05	4.3312647784e+11	14770.5362674660	5496.6470343347	N/A
3.5409239082e+20	1.7891000000e+05	4.3312538789e+11	14770.5274985299	5496.6432778041	N/A
3.5468651209e+20	1.7901000000e+05	4.3312429733e+11	14770.5187246913	5496.6395191686	N/A
3.5528129735e+20	1.7911000000e+05	4.3312320616e+11	14770.5099459500	5496.6357584284	N/A
3.5587674697e+20	1.7921000000e+05	4.3312211439e+11	14770.5011623062	5496.6319955833	N/A
3.5647286131e+20	1.7931000000e+05	4.3312102200e+11	14770.4923737599	5496.6282306334	N/A
3.5706964076e+20	1.7941000000e+05	4.3311992900e+11	14770.4835803110	5496.6244635787	N/A
3.5766708568e+20	1.7951000000e+05	4.3311883540e+11	14770.4747819596	5496.6206944192	N/A
3.5826519643e+20	1.7961000000e+05	4.3311774119e+11	14770.4659787056	5496.6169231549	N/A
3.5886397340e+20	1.7971000000e+05	4.3311664637e+11	14770.4571705492	5496.6131497857	N/A
3.5946341695e+20	1.7981000000e+05	4.3311555093e+11	14770.4483574903	5496.6093743117	N/A
3.6006352745e+20	1.7991000000e+05	4.3311445489e+11	14770.4395395290	5496.6055967329	N/A
3.6066430527e+20	1.8001000000e+05	4.3311335825e+11	14770.4307166652	5496.6018170492	N/A
3.6126575078e+20	1.8011000000e+05	4.3311226099e+11	14770.4218888990	5496.5980352607	N/A
3.6186786435e+20	1.8021000000e+05	4.3311116312e+11	14770.4130562303	5496.5942513674	N/A
3.6247064635e+20	1.8031000000e+05	4.3311006464e+11	14770.4042186592	5496.5904653692	N/A
3.6307409716e+20	1.8041000000e+05	4.3310896556e+11	14770.3953761858	5496.5866772661	N/A
3.6367821714e+20	1.8051000000e+05	4.3310786587e+11	14770.3865288100	5496.5828870582	N/A
3.6428300666e+20	1.8061000000e+05	4.3310676556e+11	14770.3776765318	5496.5790947454	N/A
3.6488846609e+20	1.8071000000e+05	4.3310566465e+11	14770.3688193512	5496.5753003278	N/A
3.6549459581e+20	1.8081000000e+05	4.3310456313e+11	14770.3599572683	5496.5715038053	N/A
3.6610139617e+20	1.8091000000e+05	4.3310346100e+11	14770.3510902831	5496.5677051779	N/A
3.6670886757e+20	1.8101000000e+05	4.3310235826e+11	14770.3422183956	5496.5639044456	N/A
3.6731701035e+20	1.8111000000e+05	4.3310125491e+11	14770.3333416058	5496.5601016085	N/A
3.6792582490e+20	1.8121000000e+05	4.3310015095e+11	14770.3244599137	5496.5562966665	N/A
3.6853531158e+20	1.8131000000e+05	4.3309904639e+11	14770.3155733193	5496.5524896196	N/A
3.6914547077e+20	1.8141000000e+05	4.3309794121e+11	14770.3066818227	5496.5486804678	N/A
3.6975630283e+20	1.8151000000e+05	4.3309683543e+11	14770.2977854239	5496.5448692111	N/A
3.7036780813e+20	1.8161000000e+05	4.3309572904e+11	14770.2888841228	5496.5410558495	N/A
3.7097998705e+20	1.8171000000e+05	4.3309462203e+11	14770.2799779195	5496.5372403830	N/A
3.7159283996e+20	1.8181000000e+05	4.3309351442e+11	14770.2710668140	5496.5334228116	N/A
3.7220636722e+20	1.8191000000e+05	4.3309240620e+11	14770.2621508064	5496.5296031353	N/A
3.7282056920e+20	1.8201000000e+05	4.3309129737e+11	14770.2532298966	5496.5257813541	N/A
3.7343544628e+20	1.8211000000e+05	4.3309018794e+11	14770.2443040846	5496.5219574680	N/A
3.7405099882e+20	1.8221000000e+05	4.3308907789e+11	14770.2353733705	5496.5181314769	N/A
3.7466722721e+20	1.8231000000e+05	4.3308796723e+11	14770.2264377542	5496.5143033810	N/A
3.7528413179e+20	1.8241000000e+05	4.3308685597e+11	14770.2174972359	5496.5104731801	N/A
3.7590171296e+20	1.8251000000e+05	4.3308574409e+11	14770.2085518154	5496.5066408742	N/A
3.7651997107e+20	1.8261000000e+05	4.3308463161e+11	14770.1996014929	5496.5028064634	N/A
3.7713890649e+20	1.8271000000e+05	4.3308351852e+11	14770.1906462683	5496.4989699477	N/A
3.7775851961e+20	1.8281000000e+05	4.3308240482e+11	14770.1816861417	5496.4951313271	N/A
3.7837881078e+20	1.8291000000e+05	4.3308129051e+11	14770.1727211130	5496.4912906015	N/A
3.7899978037e+20	1.8301000000e+05	4.3308017559e+11	14770.1637511823	5496.4874477709	N/A
3.7962142877e+20	1.8311000000e+05	4.3307906006e+11	14770.1547763496	5496.4836028354	N/A
3.8024375633e+20	1.8321000000e+05	4.3307794393e+11	14770.1457966149	5496.4797557950	N/A
3.8086676343e+20	1.8331000000e+05	4.3307682718e+11	14770.1368119782	5496.4759066496	N/A
3.8149045044e+20	1.8341000000e+05	4.3307570983e+11	14770.1278224395	5496.4720553992	N/A
3.8211481772e+20	1.8351000000e+05	4.3307459186e+11	14770.1188279989	5496.4682020438	N/A
3.8273986565e+20	1.8361000000e+05	4.3307347329e+11	14770.1098286563	5496.4643465835	N/A
3.8336559461e+20	1.8371000000e+05	4.3307235411e+11	14770.1008244118	5496.4604890182	N/A
3.8399200495e+20	1.8381000000e+05	4.3307123432e+11	14770.0918152655	5496.4566293479	N/A
3.8461909705e+20	1.8391000000e+05	4.3307011392e+11	14770.0828012172	5496.4527675726	N/A
3.8524687127e+20	1.8401000000e+05	4.3306899291e+11	14770.0737822670	5496.4489036924	N/A
3.8587532800e+20	1.8411000000e+05	4.3306787129e+11	14770.0647584150	5496.4450377071	N/A
3.8650446760e+20	1.8421000000e+05	4.3306674907e+11	14770.0557296611	5496.4411696169	N/A
3.8713429043e+20	1.8431000000e+05	4.3306562623e+11	14770.0466960054	5496.4372994216	N/A
3.8776479688e+20	1.8441000000e+05	4.3306450279e+11	14770.0376574478	5496.4334271214	N/A
3.8839598730e+20	1.8451000000e+05	4.3306337874e+11	14770.0286139885	5496.4295527161	N/A
3.8902786208e+20	1.8461000000e+05	4.3306225407e+11	14770.0195656273	5496.4256762059	N/A
3.8966042158e+20	1.8471000000e+05	4.3306112880e+11	14770.0105123644	5496.4217975906	N/A
3.9029366616e+20	1.8481000000e+05	4.3306000292e+11	14770.0014541997	5496.4179168703	N/A
3.9092759621e+20	1.8491000000e+05	4.3305887643e+11	14769.9923911333	5496.4140340450	N/A
3.9156221208e+20	1.8501000000e+05	4.3305774934e+11	14769.9833231651	5496.4101491146	N/A
3.9219751416e+20	1.8511000000e+05	4.3305662163e+11	14769.9742502952	5496.4062620793	N/A
3.9283350281e+20	1.8521000000e+05	4.3305549331e+11	14769.9651725236	5496.4023729389	N/A
3.9347017840e+20	1.8531000000e+05	4.3305436439e+11	14769.9560898503	5496.3984816934	N/A
3.9410754130e+20	1.8541000000e+05	4.3305323486e+11	14769.9470022753	5496.3945883429	N/A
3.9474559188e+20	1.8551000000e+05	4.3305210471e+11	14769.9379097986	5496.3906928874	N/A
3.9538433051e+20	1.8561000000e+05	4.3305097396e+11	14769.9288124203	5496.3867953268	N/A
3.9602375757e+20	1.8571000000e+05	4.3304984260e+11	14769.9197101404	5496.3828956612	N/A
3.9666387341e+20	1.8581000000e+05	4.3304871063e+11	14769.9106029588	5496.3789938905	N/A
3.9730467842e+20	1.8591000000e+05	4.3304757806e+11	14769.9014908757	5496.3750900148	N/A
3.9794617296e+20	1.8601000000e+05	4.3304644487e+11	14769.8923738909	5496.3711840340	N/A
3.9858835740e+20	1.8611000000e+05	4.3304531107e+11	14769.8832520046	5496.3672759481	N/A
3.9923123212e+20	1.8621000000e+05	4.3304417667e+11	14769.8741252167	5496.3633657571	N/A
3.9987479748e+20	1.8631000000e+05	4.3304304166e+11	14769.8649935272	5496.3594534611	N/A
4.0051905385e+20	1.8641000000e+05	4.3304190603e+11	14769.8558569363	5496.3555390600	N/A
4.0116400160e+20	1.8651000000e+05	4.3304076980e+11	14769.8467154438	5496.3516225538	N/A
4.0180964110e+20	1.8661000000e+05	4.3303963296e+11	14769.8375690497	5496.3477039425	N/A
4.0245597273e+20	1.8671000000e+05	4.3303849551e+11	14769.8284177543	5496.3437832262	N/A
4.0310299686e+20	1.8681000000e+05	4.3303735746e+11	14769.8192615573	5496.3398604047	N/A
4.0375071384e+20	1.8691000000e+05	4.3303621879e+11	14769.8101004589	5496.3359354782	N/A
4.0439912406e+20	1.8701000000e+05	4.3303507951e+11	14769.8009344590	5496.3320084465	N/A
4.0504822788e+20	1.8711000000e+05	4.3303393963e+11	14769.7917635577	5496.3280793098	N/A
4.0569802568e+20	1.8721000000e+05	4.3303279913e+11	14769.7825877549	5496.3241480679	N/A
4.0634851782e+20	1.8731000000e+05	4.3303165803e+11	14769.7734070508	5496.3202147209	N/A
4.0699970467e+20	1.8741000000e+05	4.3303051632e+11	14769.7642214453	5496.3162792688	N/A
4.0765158661e+20	1.8751000000e+05	4.3302937400e+11	14769.7550309384	5496.3123417116	N/A
4.0830416400e+20	1.8761000000e+05	4.3302823107e+11	14769.7458355302	5496.3084020492	N/A
4.0895743722e+20	1.8771000000e+05	4.3302708753e+11	14769.7366352206	5496.3044602817	N/A
4.0961140663e+20	1.8781000000e+05	4.3302594339e+11	14769.7274300096	5496.3005164091	N/A
4.1026607260e+20	1.8791000000e+05	4.3302479863e+11	14769.7182198974	5496.2965704314	N/A
4.1092143551e+20	1.8801000000e+05	4.3302365327e+11	14769.7090048839	5496.2926223485	N/A
4.1157749573e+20	1.8811000000e+05	4.3302250729e+11	14769.6997849690	5496.2886721605	N/A
4.1223425362e+20	1.8821000000e+05	4.3302136071e+11	14769.6905601530	5496.2847198673	N/A
4.1289170955e+20	1.8831000000e+05	4.3302021352e+11	14769.6813304356	5496.2807654689	N/A
4.1354986390e+20	1.8841000000e+05	4.3301906572e+11	14769.6720958170	5496.2768089655	N/A
4.1420871704e+20	1.8851000000e+05	4.3301791731e+11	14769.6628562972	5496.2728503568	N/A
4.1486826933e+20	1.8861000000e+05	4.3301676829e+11	14769.6536118762	5496.2688896430	N/A
4.1552852114e+20	1.8871000000e+05	4.3301561867e+11	14769.6443625539	5496.2649268240	N/A
4.1618947285e+20	1.8881000000e+05	4.3301446843e+11	14769.6351083305	5496.2609618999	N/A
4.1685112483e+20	1.8891000000e+05	4.3301331759e+11	14769.6258492060	5496.2569948705	N/A
4.1751347744e+20	1.8901000000e+05	4.3301216613e+11	14769.6165851802	5496.2530257360	N/A
4.1817653106e+20	1.8911000000e+05	4.3301101407e+11	14769.6073162534	5496.2490544963	N/A
4.1884028606e+20	1.8921000000e+05	4.3300986140e+11	14769.5980424254	5496.2450811515	N/A
4.1950474280e+20	1.8931000000e+05	4.3300870812e+11	14769.5887636963	5496.2411057014	N/A
4.2016990165e+20	1.8941000000e+05	4.3300755423e+11	14769.5794800661	5496.2371281461	N/A
4.2083576300e+20	1.8951000000e+05	4.3300639973e+11	14769.5701915348	5496.2331484857	N/A
4.2150232720e+20	1.8961000000e+05	4.3300524463e+11	14769.5608981025	5496.2291667200	N/A
4.2216959462e+20	1.8971000000e+05	4.3300408891e+11	14769.5515997691	5496.2251828492	N/A
4.2283756564e+20	1.8981000000e+05	4.3300293259e+11	14769.5422965347	5496.2211968731	N/A
4.2350624063e+20	1.8991000000e+05	4.3300177566e+11	14769.5329883992	5496.2172087918	N/A
4.2417561996e+20	1.9001000000e+05	4.3300061811e+11	14769.5236753628	5496.2132186053	N/A
4.2484570399e+20	1.9011000000e+05	4.3299945996e+11	14769.5143574253	5496.2092263135	N/A
4.2551649310e+20	1.9021000000e+05	4.3299830120e+11	14769.5050345869	5496.2052319166	N/A
4.2618798766e+20	1.9031000000e+05	4.3299714184e+11	14769.4957068476	5496.2012354144	N/A
4.2686018803e+20	1.9041000000e+05	4.3299598186e+11	14769.4863742072	5496.1972368070	N/A
4.2753309459e+20	1.9051000000e+05	4.3299482127e+11	14769.4770366660	5496.1932360943	N/A
4.2820670771e+20	1.9061000000e+05	4.3299366008e+11	14769.4676942238	5496.1892332764	N/A
4.2888102775e+20	1.9071000000e+05	4.3299249827e+11	14769.4583468808	5496.1852283533	N/A
4.2955605510e+20	1.9081000000e+05	4.3299133586e+11	14769.4489946368	5496.1812213249	N/A
4.3023179011e+20	1.9091000000e+05	4.3299017284e+11	14769.4396374920	5496.1772121912	N/A
4.3090823315e+20	1.9101000000e+05	4.3298900921e+11	14769.4302754463	5496.1732009523	N/A
4.3158538461e+20	1.9111000000e+05	4.3298784497e+11	14769.4209084998	5496.1691876082	N/A
4.3226324484e+20	1.9121000000e+05	4.3298668013e+11	14769.4115366524	5496.1651721587	N/A
4.3294181422e+20	1.9131000000e+05	4.3298551467e+11	14769.4021599043	5496.1611546040	N/A
4.3362109312e+20	1.9141000000e+05	4.3298434860e+11	14769.3927782553	5496.1571349441	N/A
4.3430108191e+20	1.9151000000e+05	4.3298318193e+11	14769.3833917056	5496.1531131788	N/A
4.3498178095e+20	1.9161000000e+05	4.3298201465e+11	14769.3740002551	5496.1490893083	N/A
4.3566319062e+20	1.9171000000e+05	4.3298084676e+11	14769.3646039038	5496.1450633325	N/A
4.3634531130e+20	1.9181000000e+05	4.3297967825e+11	14769.3552026519	5496.1410352514	N/A
4.3702814333e+20	1.9191000000e+05	4.3297850915e+11	14769.3457964991	5496.1370050650	N/A
4.3771168711e+20	1.9201000000e+05	4.3297733943e+11	14769.3363854457	5496.1329727733	N/A
4.3839594300e+20	1.9211000000e+05	4.3297616910e+11	14769.3269694916	5496.1289383763	N/A
4.3908091136e+20	1.9221000000e+05	4.3297499817e+11	14769.3175486368	5496.1249018740	N/A
4.3976659257e+20	1.9231000000e+05	4.3297382662e+11	14769.3081228814	5496.1208632664	N/A
4.4045298700e+20	1.9241000000e+05	4.3297265447e+11	14769.2986922253	5496.1168225535	N/A
4.4114009502e+20	1.9251000000e+05	4.3297148171e+11	14769.2892566686	5496.1127797352	N/A
4.4182791700e+20	1.9261000000e+05	4.3297030833e+11	14769.2798162112	5496.1087348117	N/A
4.4251645330e+20	1.9271000000e+05	4.3296913436e+11	14769.2703708533	5496.1046877828	N/A
4.4320570431e+20	1.9281000000e+05	4.3296795977e+11	14769.2609205947	5496.1006386486	N/A
4.4389567038e+20	1.9291000000e+05	4.3296678457e+11	14769.2514654356	5496.0965874091	N/A
4.4458635189e+20	1.9301000000e+05	4.3296560876e+11	14769.2420053760	5496.0925340642	N/A
4.4527774921e+20	1.9311000000e+05	4.3296443235e+11	14769.2325404158	5496.0884786140	N/A
4.4596986271e+20	1.9321000000e+05	4.3296325533e+11	14769.2230705550	5496.0844210584	N/A
4.4666269276e+20	1.9331000000e+05	4.3296207769e+11	14769.2135957938	5496.0803613975	N/A
4.4735623973e+20	1.9341000000e+05	4.3296089945e+11	14769.2041161321	5496.0762996313	N/A
4.4805050399e+20	1.9351000000e+05	4.3295972060e+11	14769.1946315698	5496.0722357597	N/A
4.4874548590e+20	1.9361000000e+05	4.3295854114e+11	14769.1851421072	5496.0681697827	N/A
4.4944118585e+20	1.9371000000e+05	4.3295736108e+11	14769.1756477440	5496.0641017004	N/A
4.5013760419e+20	1.9381000000e+05	4.3295618040e+11	14769.1661484805	5496.0600315127	N/A
4.5083474130e+20	1.9391000000e+05	4.3295499912e+11	14769.1566443165	5496.0559592196	N/A
4.5153259755e+20	1.9401000000e+05	4.3295381722e+11	14769.1471352521	5496.0518848211	N/A
4.5223117331e+20	1.9411000000e+05	4.3295263472e+11	14769.1376212873	5496.0478083173	N/A
4.5293046895e+20	1.9421000000e+05	4.3295145161e+11	14769.1281024221	5496.0437297081	N/A
4.5363048484e+20	1.9431000000e+05	4.3295026789e+11	14769.1185786566	5496.0396489935	N/A
4.5433122135e+20	1.9441000000e+05	4.3294908356e+11	14769.1090499908	5496.0355661735	N/A
4.5503267885e+20	1.9451000000e+05	4.3294789862e+11	14769.0995164246	5496.0314812481	N/A
4.5573485771e+20	1.9461000000e+05	4.3294671308e+11	14769.0899779581	5496.0273942173	N/A
4.5643775829e+20	1.9471000000e+05	4.3294552692e+11	14769.0804345913	5496.0233050811	N/A
