# a2	a3	a4	a5	a6	a7	a8	v1	v2	sigma1	sigma2	z1	z2
-5233.023020581673	1647.4340624529432	3288.694864314226	-127.00652062511108	-1816.0568261846292	5201.672317204435	-5750.539519335496	980.3272258855736	219.28267898808545	2746.667368315302	31.019578337130316	0.1827768348593195	0.6599532454792555
-7244.026719048741	3484.059396538696	2749.3080674505927	13.716846686606004	-1821.0767078849012	981.2322773411324	-920.8922122246859	223.53641968313156	348.16580325080963	4201.985103576453	1178.8352938680137	0.3371168295775196	0.6192858934321462
-3545.551893964567	2033.3613082770044	6564.78560412948	-2537.886912669629	-9194.105197804372	1404.7513143584438	3920.311159696088	444.03382500705357	78.68481549746082	8208.657805053008	4895.281749534568	0.1203887655759974	0.5052359057153671
-8850.352331086466	934.0670107885016	-2864.994109100169	3483.299934607101	5483.298269214487	4244.499878643832	-6866.141676063993	892.1429439128113	976.1074850562475	5259.6788832959155	2415.607838105992	0.14057177300673765	0.5089975615166392
-8106.271410181945	6994.202668927843	-1456.4065411592946	-7721.548471262009	2930.6594435720745	8843.274734010058	-5106.021449937794	136.45296383972325	691.2233720056585	1528.4527032382712	840.6012108854	0.46028770908346417	0.5032288658073596
-3965.7891886740244	-7277.0599001426945	-2142.7144605034764	8670.601357529868	8744.182720627115	-6003.07923772287	-2020.5300983490179	335.3727188101837	661.5487763632	7748.305903702137	476.5462107354901	0.29644811905324014	0.6788415698031192
-3672.263847269086	-3341.8493779437067	7474.901433540304	-6234.21909498815	5074.073343240005	3263.4785646077853	-5301.471273029139	880.4775569548399	278.10555783493714	3006.850210658182	1539.8564659973113	0.14692945299609825	0.5651812200616316
-9337.644187346481	-1209.4971456986987	9618.333372916288	-2716.607452937991	-824.7633041158315	2211.952422513803	-2130.1784520662313	990.5283376504635	766.3013980492665	7133.69108195066	183.07324315155694	0.24977706744860173	0.5218137758098124
-2633.661063769592	3095.9751638301277	-4996.129003097966	435.05826503782737	4377.802465522367	-637.3583678858031	-1532.4146962274135	331.82474791531604	984.5394319302713	7099.201187878937	3220.6183028330192	0.08561876469472568	0.5313321675918959
-7402.42664497831	4987.385990003528	5770.857369218329	-8895.777854996213	922.1101157107751	-3783.2404864768823	5076.339931254661	700.6313750261254	678.0763932274068	389.6750414510108	378.6580595336253	0.4542831475109152	0.6926630166575249
-2635.9501775866747	-1392.1944538377065	8518.325280184636	-9243.874179386949	-2199.442215375755	5701.02757759517	-1294.4829367355742	761.8919364412558	326.18538277176845	532.8663450267912	212.05694048253343	0.41402959152220287	0.8423251492176057
-7691.182527631452	1626.8915645550005	5339.132686352639	4538.213108949287	2968.902258610815	-7482.32622546197	-2020.9019105071911	735.0323822476577	920.4471771004817	1220.1180349101114	269.3027861611419	0.2986456609183347	0.7415749623644712
-590.9055441203	-5573.57561036166	5430.669207385115	-1660.7919523222427	2346.0000907111007	1157.0994444199296	-3234.088433367908	303.23479298011387	443.04005944209365	3939.646692856458	853.9171732050255	0.23393469663285232	0.6644271501934476
-3265.585751810052	-1131.266462140029	7223.850663545931	-9042.856680605193	3239.2411673840725	2077.389882441925	-1038.9511671327036	977.0391609753792	83.4687299574972	2062.302609494088	1672.991112618758	0.33879967351954215	0.716129470719234
-2649.4967826134744	-8693.263307356849	8293.745958462794	3710.5307240003094	2426.487109192567	2696.464195253402	-8695.118356144372	121.21077952675458	996.8114488981231	3017.459196326472	268.7820639584715	0.16074374235514083	0.5134026717673198
-5364.050273028822	-1674.5018678222914	1624.2315475863197	-5137.520532284443	6121.755669993401	7112.196951780406	-6618.353340880128	916.350338443917	597.235102883344	264.2384328881853	1574.6078292788313	0.1402766559110068	0.5238471809110916
-5003.136974577984	668.1864121147883	4718.658046598057	2354.100848399832	-1205.5963056666296	1480.9893198595692	-5115.105210719022	495.12214023982887	485.04384308426063	9100.681677938039	1655.5001677631099	0.07357604285361209	0.5272936909772683
-4949.890130897056	-7145.39203571769	3360.5776683754284	6660.1792579739995	8600.742111399948	-767.6571323707449	-9510.769765818539	115.00683338271138	163.92876723373175	419.27052727094963	199.06594028085033	0.3258973147802147	0.5872359818714481
-1425.3992302972838	-2321.875195828855	876.8122931211856	5413.746634522973	-2340.564222071913	-5277.535143872996	3378.1103409625393	36.35574755505738	778.594752049537	2772.3188312362468	3345.616846885866	0.2897400807543998	0.5177000936477378
-849.4167393312873	93.61807154470989	4373.661853961357	363.07056121773894	-9614.795189111923	-4531.233641413945	8490.936347493684	895.3597358400611	766.1814065660009	2072.3194604961636	400.74103347901735	0.4319061157071079	0.6172720236006564
-1388.8283847241983	752.9323601040105	-1112.9063523227214	3654.01812147447	-5745.624458900314	-352.9325730814089	2041.9495830270007	251.29179336219937	651.4725999531814	3433.8992028051616	395.94615343321095	0.1274906074788997	0.6279356520134005
-6682.783570350677	-2002.478726934496	7724.773843874042	-2391.611734973185	6446.588057038647	-7504.73745397122	1373.4990492471225	945.2707071651284	978.620160289783	2306.361175910707	1724.0409538446356	0.38091142785763576	0.6096588194447223
-1737.0963711222284	35.99313211763183	-4420.921455224083	5925.463249958857	264.10553566801354	2595.633320269295	-4726.335185742343	713.4263200883663	196.88565905406577	884.3345665451707	801.2714139775235	0.10305954384166743	0.7150198487798417
-7847.797876383429	9167.081886875	-9635.15513745013	5131.223286393468	-3643.5080331043455	9862.996103496316	-6347.00896310598	512.8399425139049	357.7460046987137	9667.588481928591	540.2022908595627	0.14645394747369206	0.7220183549131313
-7509.109084582	-2337.176282087603	2598.6845148619414	7688.975834878638	-8298.361986330194	7391.257129856334	-3827.1628174386915	630.1034049055642	533.3249336098347	8537.127017927574	1513.4497423138814	0.10731050069621784	0.5088883701470338
-7314.180516717272	5388.40633241515	-4314.990102479283	-2571.2504115812562	8647.015502081904	-1559.3540438948257	-1854.926351089337	528.6886313789894	675.7242937344598	9566.712338311781	833.6493835935665	0.09964227198462305	0.6584617697189532
-8301.467898533272	7778.204802482327	491.6516316549987	-4648.405919163232	6004.73246697574	-8702.420267116393	4131.0895866126575	229.28198909741434	43.44697566857001	9015.714744213943	144.07942220530768	0.08772818069242519	0.8061275381401054
-4413.728179841023	-4940.187525442028	295.5854258752315	6347.102608110741	8000.979407439121	-4182.507998652487	-4628.520181903593	453.2914182238447	704.3235336898318	1474.4053908373323	613.6472878816645	0.24120918887287612	0.6366529203080924
-1289.9996649289515	3692.8095369794773	-5627.575131417648	-5494.7273995027435	9220.319616515699	-5121.967949245143	2463.9693532427827	248.7939564311046	890.7221549238831	640.8743478960977	792.3265056060491	0.08168951777420128	0.697144587250066
735.1987688085937	-7718.427263451684	-2895.56169552345	1026.2428355228985	7820.69387018722	3061.713626650735	-5464.790318461188	128.42206571785448	139.81341365365063	2782.6454771787503	125.37579418492983	0.08582766537394765	0.6306447103485573
-7551.289160479022	4556.914679907415	4274.653192991607	-7015.986956637863	9328.205350658405	2959.1191582770043	-8925.933575781559	805.3192424792145	539.3821392453713	2671.524866884745	1273.3076644550056	0.2525593240635368	0.6176815986471085
-3269.6456626128656	998.8064590500617	-1013.2939846906447	6516.631747364481	-7594.720826700845	-2149.654541865615	4280.752623846543	900.04515139399	914.0463383162999	5577.62040009697	1555.8095972865872	0.3143421299482902	0.5722316768383449
1053.3506546808403	365.9055801607392	-5268.8702609495695	962.971493018973	-4500.624236227058	6764.483062774143	-1033.6800430329495	217.1063490308932	327.2459621153803	7041.267400163439	2078.8440236042516	0.0664069581977041	0.5773660691121854
-4193.903418291602	-2425.2078345800473	-573.6465983479284	1954.893574192034	-614.7429419893597	4047.319657367958	-2131.55163259239	660.0671569864475	817.7839280958646	3746.531168007209	372.67460889057855	0.24209266279140806	0.5434570183426624
-5058.231715948016	2124.490691785186	5018.140765323069	-968.2073205696743	767.281424252782	-4820.924219347105	1101.86928421001	979.5568018620903	265.0943138934763	6208.8471789312725	1054.9069392437727	0.28460612369687144	0.6775948436948992
-664.8087240299865	-5742.670759177197	-2432.59204073385	5195.75608901385	-2056.5451248073523	9605.70266564947	-6696.2028552326865	409.69146902068053	53.16967105939293	2599.8160253958736	1735.0461953588015	0.1879962561840811	0.6079534763445327
-5753.937978679282	7768.270434945607	395.02433575912437	1034.9384399365445	-1247.8869175712334	-9894.774894927441	5853.963679460683	458.70950589413525	355.3169904623113	5537.133632089321	884.7858109849083	0.07458450126001519	0.5916171695550632
-4573.18201090894	-369.1455669121806	1455.1014833390582	6165.248117605819	-4041.155263846781	-2659.9303400569333	1152.8522120562902	830.3639630605953	393.28436986726314	3686.0711265903756	1296.8154939244992	0.17382871043865378	0.5099566927033701
-6586.412184480061	8022.082761739119	-2556.4375153128703	3843.405415066154	-6251.806887100446	-1326.7708514324622	2834.216539246512	965.9013792217139	884.8238524072586	3747.93001254044	2856.7633344525466	0.08378573110804666	0.5638251499282126
-5105.254813340832	3616.2528726245164	4250.066661610577	-7981.2528248621375	-2475.1250872771834	5380.434364409848	-541.1594687321322	361.34607724140864	987.8007845158398	6975.834527508176	429.01228892466617	0.22066699621423352	0.555023339686127
-9891.500031936404	6484.215588084655	2226.388186452965	6815.505014983322	-9034.788382725255	-796.0490432181123	1189.5854206776075	397.0362726291746	871.697916051133	9205.401951301108	331.4132771747991	0.2492398650621086	0.8076546912174538
-6427.584144726073	-8225.280236952753	9777.329115791068	-1748.0462255190523	5692.734481007108	4808.556139303439	-8395.7046014329	644.5304609559054	358.2795194116203	2645.5141583955988	309.59676773328226	0.17036592329613842	0.6759373787892691
-8284.803657507313	3484.34825248834	1855.7839847381383	1762.029333803579	327.4951737493484	-3838.5876218615667	1254.8308569917554	478.37231272242616	656.095952836774	2430.5079348186177	697.6603654995017	0.345521243392319	0.631356587086521
-7136.795579080106	-7190.55439502397	5235.665078314194	6437.23872886135	5711.335355092928	641.276453298382	-7844.9175967516085	330.40231874032315	365.5355430145808	5310.978253427923	825.5377330827207	0.2521429176782816	0.6736167282914334
-5049.065012567781	-5939.082028189097	9550.00834694293	7588.696011670072	-733.3792495152884	-9420.486361810501	1671.3662777700683	484.120822239977	666.6832811917722	6863.723598958855	1104.391330316621	0.3343061005442136	0.6623256673433762
-6313.309576379324	8926.186420235004	-8734.120030275244	7297.483944994427	-3871.211723738066	2979.560314744047	-2695.9841275515337	801.9277017193225	909.3239460339812	5293.5881074900935	1499.656014322377	0.12229377308090514	0.5699370351443962
-7395.596060581511	8195.704822241198	903.8673141902473	-8995.132089209554	8772.113078879323	794.6203449284803	-4589.273438202946	68.2972679701387	473.92859641624534	2627.948857903931	777.9597116092596	0.27145014963039443	0.6979405661209982
-6712.05689536043	7241.485587878466	-1822.984924604123	-1785.3660962504255	472.12000625824294	5957.630468128067	-5211.0238457990945	277.90975478414447	898.3367632853076	5348.8317010147	3215.691782349067	0.2944399818725196	0.5582453351814348
-7348.073237036754	635.4306428969321	7978.411536290816	-5730.4241714129	-96.29045835850593	1284.770329109524	-233.3341295349528	893.5395516561362	549.2620888388103	6150.529156903579	7.513568294930106	0.3416686846159185	0.7122455160024377
-1311.531241002489	606.4921068615604	-4709.384541090593	-764.930311321752	-1772.5119901976868	6910.53968941476	-1916.0949807733086	536.9968334347551	397.501903949349	13071.253586465837	279.8029093648569	0.1400677540839354	0.5822048670370515
-2869.732503148126	-9640.594177442796	9568.75857474207	408.413046348187	9795.76563784172	-5017.123593037125	-4537.8489877325865	416.7394380300565	957.655431380305	5824.097052146042	1548.685208689	0.27444100389967135	0.7192905023743379
-133.15051083517392	-4088.1982249699504	2156.6862913961813	1193.3151844716522	7001.583797603449	-9546.861627776292	1540.4981760404062	931.4540825406189	862.7483557082253	12792.914693706281	1107.4477531613081	0.10433305752303212	0.5747436299698235
-866.3571360491278	-3720.6135015342024	9248.751348336078	-7296.114177310705	383.60065157109966	6640.886055844683	-6001.068957754245	216.0999849696448	661.0798088356255	5729.67003829163	92.54985638826874	0.3469744639161237	0.6975661271814018
-6446.722735415322	6471.355617511417	-4976.526941537402	-2955.2979102783293	4607.005314766824	-618.9236409802907	391.9562190561883	338.2028164482641	476.6106377744526	11518.302519528725	590.6159624363494	0.07914876323398437	0.5473362326611975
-5693.452173354217	-3929.9076229550847	-3589.675088595741	8182.785145081598	9395.939916613137	146.87879021974186	-8099.978758267467	185.98316035366756	890.1016546335159	2758.8883481294247	2811.9745170756282	0.3679177585367951	0.5182814319150265
-7184.712697488482	6045.348862948616	4990.04833512866	-3165.5851070823046	-5005.055492261945	7019.830531841122	-4729.501323521079	833.6970671538006	628.8354605640304	9735.975595836308	788.4984558642105	0.18677414884219595	0.7436535227060818
-8943.763466194243	-5192.4410604633795	6811.514719441864	6199.557378981133	-4703.217098311132	8153.374169383424	-6985.053128897625	531.6338698822076	439.98205642021634	7718.033822970571	518.522865976112	0.288397275771267	0.6290175371159907
-4255.314497897298	-1073.0894599391613	6229.945527571925	-7673.704237952395	3327.516993926094	3848.085337341987	-3374.666329982603	111.66167324916341	603.4392414170992	10053.519637046762	1274.991561697265	0.09599963453432042	0.5087645161356014
-1082.8232937731918	1232.8945607857295	-1379.8285819154607	3766.9992290464015	-1995.0891747446794	-3967.9302222714605	2062.562615795043	452.21406019552086	777.1912108562134	12386.951267547756	791.4978474256285	0.26990248245357584	0.5299863371863939
-1266.818870832827	5608.670683916815	-9841.271743030584	-2893.1492999180964	8458.230245146053	7238.874110617577	-9303.344311295883	624.9642946402585	632.5223949834095	13826.03994232737	246.0874145699088	0.05525614311079693	0.540698645507363
-4638.700153775197	3473.3958619633577	3018.342005392953	-1861.286739636379	-7649.396131469726	4589.260905028279	1007.7188400959494	376.1994769960015	593.617866001901	6184.740143730083	1876.0176186095734	0.24250254752994832	0.6112618514850082
1638.7648548741327	-7605.9131507718885	8062.558681969756	-1029.997700192167	-5489.146357421628	7520.145293551715	-4251.227927188499	276.5104921171028	349.24504455602107	8086.736619739263	2753.777863214406	0.059772199522702935	0.5800684265828548
-191.94037754798046	726.313467573118	-6419.56174277571	2843.5677493276144	8416.912953079154	2681.9958735343753	-9504.04607454583	788.6748146203561	128.58748775935814	1959.1702945897093	822.1786752524318	0.10280003132979548	0.6242455385428863
-873.2384368966686	4327.930223220785	-9780.093779805806	1854.379021869945	4651.755272683198	-880.5116085818554	-859.8664062660846	986.431387917575	494.663804480091	509.5874733434047	1939.078280840263	0.32163446998861	0.622938497743453
-9639.540182554796	7635.511006573139	-2905.7360699570563	4860.812986410743	-4152.265220818123	-2125.9852414141014	2471.3821945155196	181.9755154422002	281.86989145055486	8444.608400779978	144.51835316170002	0.16530708097652058	0.6846348052079405
-5152.567101715606	8872.371755278222	-2926.174802527561	-5076.210317518022	-2493.4622192727393	9474.240485369388	-4785.34631691685	226.40903281217473	101.53480984283247	3420.3249892153353	470.48800846557714	0.25416473399839534	0.7372846470048752
-7101.646328486264	3728.5296544593966	-1617.787731797569	9067.595935095964	-7660.152515377221	6820.753334111159	-5722.923575499112	163.98099109088807	923.2539656723168	23.712176546044628	1631.8776220955656	0.39358193899349136	0.6751252830621243
767.4504033727299	-3297.758097278461	662.9142179219798	1586.2512587056226	1577.9944682130063	-4497.661991235437	2248.3532523848426	145.9752479229503	482.70147583151333	8114.266093269531	1482.487329903004	0.3164534382766242	0.6939776125766381
-6873.163798431377	-654.1150310757675	9725.283801361285	-9608.342234653766	7309.405621425114	6849.377516874938	-9611.121632768849	565.3039014372546	898.8052256192188	880.7082419015644	1939.2733540216157	0.2020658530344545	0.5820000324359824
-1011.1945528333035	-7264.716813898335	-1050.373473898886	4724.569850269363	6093.724734771566	-4204.920998077997	-517.101686231088	831.2190783659096	291.58300180819225	11454.343469120418	1551.358167439425	0.15854365486273986	0.5353393605255354
1813.4743253252036	-4820.696253653154	-3176.4413266220927	2461.5075040064985	7488.54740768718	-7210.945777651807	1394.3571515915846	739.044099553833	103.60710484124866	8223.899981188972	1479.7605335299613	0.054120773779682746	0.5266791050121195
-3983.5177463305763	-549.1811690151826	5408.21689742222	2667.890034252612	-2304.5504604706575	-5043.553649630486	1550.1973442801464	385.48613937739225	438.19733543618787	12394.889013884873	668.6561830323634	0.06944194998038743	0.6338665285082932
-6100.957692528912	2419.9081447872486	2146.417840635513	-4123.358659670151	6296.541287065966	-3488.145771719318	-435.88147603892867	616.2828185836087	235.67237128731855	48.29687707521791	669.0504752533722	0.19620268547624586	0.5197339425757446
51.8639436813537	-3837.0137033510664	-2406.6743996661353	9022.50402261629	-3373.0329424787506	446.68484651641484	-2055.9139289277573	408.2629187814421	514.8684315593214	9044.113936369398	237.43389176233975	0.10524629941614494	0.8463380215909637
873.5027696826783	-7948.031531683841	9388.800935401974	1456.566060280953	-8825.063860279863	710.5276943136068	2708.933719484141	81.48868708550387	108.72251489429142	1376.9151563342864	2235.5782978603856	0.2853562016214747	0.569087602293925
-470.4240467485197	-8540.621550430498	2820.252305538186	5707.084244058411	7640.068228520733	-7567.936341139171	-1538.8498830152785	713.6727806302364	727.3534788628641	9835.170720707873	4161.59664223416	0.07019067078272664	0.5317461236746613
-5513.853641215763	3400.682476262733	-9050.03555510009	4239.613181051065	3234.1457100471234	9894.754448842428	-9619.4958498061	228.85505301286804	639.1113066119575	8253.278112738282	224.68827513281607	0.3065201212676749	0.5571168067361358
-8348.242262702759	9048.535005417543	-5001.062987919545	4088.917375361345	-2742.6621057013144	-712.3662553881895	363.7859416803494	785.5327705943771	215.43269560798458	1990.1916591049628	469.3848460471939	0.0554793409238189	0.5072970321338078
-3089.204980940929	7310.611534239644	-3924.677610695957	-8750.250268038631	8667.505371022417	3618.409872806178	-5401.451162370383	997.7764769042807	157.29327742398016	4660.836624174367	1026.4421256885003	0.26726298077979715	0.6027192248566766
2550.7987875932777	-9143.542545643455	6445.315263007051	2682.862748607393	-2637.5228573131417	1562.4221386407935	-2552.6092393034296	328.51996961095483	864.6336789031516	10669.774452909842	1068.4662459641859	0.26518120723035293	0.6577177259956619
-1006.4238878230371	-6460.4689312417895	910.7601227256109	1542.6872349015903	9991.028267175228	2283.7482849800745	-9313.644986163736	792.6883955722838	111.743697531502	7420.198380609911	3436.6452302920834	0.2118792192547324	0.517212016211659
-6327.576351709871	1234.007408021991	9765.339243848033	-2659.2117861153783	-4597.738336563985	-3251.882787290503	3690.439143329786	553.142092878128	413.64336115491585	662.1786369403715	3970.376516176717	0.07153341463037297	0.5241830961092533
-884.2554257385673	-2192.0982762018457	3419.111997023685	-3113.0046107075523	8551.649202192886	-5313.523219012673	-1868.3185406913162	630.2630322583528	997.8044175365333	9777.058905227683	714.8768805625316	0.2202634613018679	0.7471010596285204
-4739.157915195839	5794.800717264581	-8670.658721806203	8961.61978981131	-206.06744128693026	-4394.641930370655	758.2906364852861	162.1769921104938	351.24626952235013	5174.14748291084	1024.7634160070395	0.05641700502894434	0.5914295012315756
-4652.031110649661	-7537.17677306716	7637.081842870681	5577.62755158433	3080.4635792862773	-2248.2707755440742	-5328.433031952293	704.0495704391897	800.7968113891897	220.48213809527928	151.72010506644406	0.20032669717437657	0.7376329539881267
-2200.4152492939147	4401.739861536202	-3660.470695998554	-4134.413406597095	3176.2279629065597	454.23665575488303	-135.65271659388964	931.9888928667815	531.2560143089661	3355.876258829351	943.6420957112923	0.3095764689699361	0.5008041239544205
-5367.894904064902	3683.463918418469	79.61698226729277	-3213.784048263775	6897.58519662061	-1365.2138276360802	-3073.9029951377006	200.90949104803005	435.830208844616	2374.932446999043	537.3524213891723	0.34847231813261237	0.7907244935812339
-3020.9255483832794	-650.6863613461137	7077.704177802567	-9301.780474754089	4043.775341788887	4725.613132161996	-4400.179161117774	798.7003819506724	557.5685038725529	11993.876436672052	2167.0700489497153	0.24636156828805067	0.6310152828581269
754.4480658867014	-5299.615919908869	5451.518121248064	1153.0937534479144	-8211.80567783368	-6275.891218674256	9837.270178393286	488.47246883710426	396.77677688459863	1036.9518773784182	11.497777498832296	0.11073262163841474	0.7024993815822027
-656.617126082896	382.77739887354437	376.1397356744492	6811.27886837635	-9866.152901740177	-7126.000567388457	8492.534002447053	275.5024688813712	169.14154707020418	10195.267405899953	159.22234857073337	0.2417005777559495	0.804000956040683
-4567.011462842798	-7467.70320568725	4072.6936609097393	6855.024675687291	7892.9918802419525	-7508.06003147775	-2861.953842714728	996.9397767799244	739.0913772296689	5886.079197031542	629.0456837464187	0.06240855091797125	0.6919102838293276
-3372.9872678847532	3715.800656289921	727.7797135025139	-4490.656579527388	6828.1935197382045	-832.8094456560484	-4129.7283623116045	718.425947199898	967.9532356596368	10794.456528269397	1316.0830865928651	0.17638758032142693	0.5710171028309099
-4494.34629004499	9392.013278368526	-8934.845285522906	4503.617633232168	-4164.731936085313	-2781.5251034116154	4747.123850882519	674.4391439230358	112.82981866377546	330.098671396839	2099.3715192583973	0.21235046997565526	0.6421958817342275
-8255.021167206944	-1008.4516373393581	6181.5246755304015	-4718.476875533896	8281.939970228032	612.4291206754042	-5090.081865359226	418.46548404317195	813.2684832580372	10631.259826296966	482.06709180194764	0.2474353070404509	0.5509597835597226
-4912.333138114437	1900.46640493214	1858.2700460662836	-4391.071875423051	3910.7519456668506	-2339.785896262021	1294.7625363893985	448.6890837228613	187.83021777944325	3868.2591144323064	430.08636468588656	0.44409388458483867	0.6266809944458973
-493.9584007647409	1138.253665041415	-2715.597617795409	2290.360475492522	-1667.8528790640066	-578.3444906763489	338.3797566770518	881.6171969531739	156.21614762666874	291.6657289580216	929.4522346740886	0.10934326259345106	0.6209528548325947
-2057.7652310540852	5036.911695738401	-9442.858633268661	-5052.2186791009235	5037.018248088343	9110.269483206379	-5468.120144243271	108.21521224248158	50.176509904059685	5748.522227879403	633.5108509690434	0.13900470104597537	0.5005367797242123
-6764.004309770588	211.52209323501847	1858.666946598798	2735.3926601169205	1760.1006594771025	-9294.46087610403	5741.049656124362	903.9851647945492	320.4440992606403	312.4161459400998	601.9498604886709	0.27948403917884573	0.7420079204407158
-3780.6071134498516	8719.444919998881	-5292.386605850412	-6592.740655978874	6514.641353584408	-3113.208606219464	1361.4216113816674	352.2982795659315	41.63169350018596	662.1838932394297	471.7393842069617	0.1290195196429782	0.5598995237854306
474.0902065443788	-8715.213361262397	9618.73715388741	-5558.638995581595	-245.89971653611792	6066.642772064879	-4202.8172753951785	972.5551341406625	295.8132524828693	6084.377193482973	765.0825347082834	0.13558426878009583	0.5189029531528513
-7037.435292490833	7327.260412202879	-4153.8650251386325	6954.503945262488	-15.662837510026293	-5034.99230641224	-411.5886956011691	400.77488097688456	658.7627769112341	10927.187412440062	67.12128401528794	0.2536042536991449	0.8060781381519542
-7423.680092184084	4762.039850408777	-3390.4950764908117	7814.861656706911	-1360.6081524517194	-9988.27705873746	6346.865679500761	466.8602531527474	957.4415538987909	4855.469556227474	531.1717533204563	0.3123263236898658	0.6774793098165249
-4972.496440407226	-3885.228110101708	6361.057571891979	1339.2301370528203	1820.1827755069444	-9810.80641925613	5639.036401162306	771.8652338972104	797.1893648433892	1995.225107073404	123.19807052544095	0.43822265806325233	0.7643737601104461
-5161.380664482649	-3822.494100460578	9508.43725787531	-2734.4221331561093	3939.915898494084	4754.398316028139	-8802.510880439531	715.7377283999663	232.13666968628115	132.47718255269493	1322.2219560512794	0.3737435383397346	0.738241653873318
-1684.775865587033	7213.806700626254	-8735.431103332301	2478.0227585007087	1398.664727825444	-213.4275240018451	-1139.2674424361558	428.9685271274985	371.72027112209776	3030.621196878711	2508.290921670906	0.3974458625265097	0.579172962323556
451.5474391439875	4209.03182276263	-6788.536915681658	-9542.187596610336	9474.060471210145	5167.160189124799	-4172.574969357337	395.9636522184244	704.0010874018508	11051.703415771788	3410.535491061004	0.21558944115391854	0.5101611050513237
-8688.423093300447	2263.482260214647	9774.095859541318	-2604.3869294661563	-6043.256240771333	-2579.0140228969904	4640.71802295958	595.4326211636024	223.43851859602077	1222.3497040679842	2312.2899442226517	0.183276220281327	0.5457448465046495
-7715.805188707134	8538.741330116864	1901.6708034201947	-2749.6185640403883	5299.986563492845	-9189.285163090677	1812.9855398744567	924.7325899925349	528.8451023090796	5225.191841142112	689.5381971795978	0.09471761151748673	0.6691559503364968
1751.118835442032	-6568.368795172443	798.3570012989567	2001.6264111899782	4881.073563425889	-7951.14719137172	3157.5586179238435	360.64975113997184	87.06162080308907	3936.6995487876034	1033.4018388690235	0.05311622388038022	0.6900922323220071
-6224.700316009757	-7200.29074060067	9942.600995512359	8654.34828542955	-7865.744703712702	5439.426544685402	-6230.47195282187	649.6626607222769	559.9711469606335	8097.9529941458895	727.3547441582484	0.14615752794268888	0.6885034464116742
-8333.905330582886	4648.047233143485	210.71511345603722	-214.16821238543525	2798.749145152322	-3041.740038926988	412.82677285961654	675.9682061528154	541.1840648487139	3830.456630757093	360.2547802109091	0.262682589073582	0.8030459529594485
