#P (Pa)	rho (kg/m3)
1.249455187860e+11	5.815563112623e+03
1.252330981887e+11	5.819363872775e+03
1.255211109079e+11	5.823164632927e+03
1.258095571984e+11	5.826965393079e+03
1.260984373149e+11	5.830766153231e+03
1.263877515118e+11	5.834566913383e+03
1.266775000432e+11	5.838367673535e+03
1.269676831628e+11	5.842168433687e+03
1.272583011244e+11	5.845969193839e+03
1.275493541813e+11	5.849769953991e+03
1.278408425864e+11	5.853570714143e+03
1.281327665926e+11	5.857371474295e+03
1.284251264524e+11	5.861172234447e+03
1.287179224181e+11	5.864972994599e+03
1.290111547416e+11	5.868773754751e+03
1.293048236748e+11	5.872574514903e+03
1.295989294690e+11	5.876375275055e+03
1.298934723754e+11	5.880176035207e+03
1.301884526451e+11	5.883976795359e+03
1.304838705287e+11	5.887777555511e+03
1.307797262766e+11	5.891578315663e+03
1.310760201389e+11	5.895379075815e+03
1.313727523655e+11	5.899179835967e+03
1.316699232061e+11	5.902980596119e+03
1.319675329099e+11	5.906781356271e+03
1.322655817262e+11	5.910582116423e+03
1.325640699036e+11	5.914382876575e+03
1.328629976908e+11	5.918183636727e+03
1.331623653360e+11	5.921984396879e+03
1.334621730873e+11	5.925785157031e+03
1.337624211924e+11	5.929585917183e+03
1.340631098989e+11	5.933386677335e+03
1.343642394539e+11	5.937187437487e+03
1.346658101044e+11	5.940988197640e+03
1.349678220972e+11	5.944788957792e+03
1.352702756786e+11	5.948589717944e+03
1.355731710948e+11	5.952390478096e+03
1.358765085918e+11	5.956191238248e+03
1.361802884152e+11	5.959991998400e+03
1.364845108103e+11	5.963792758552e+03
1.367891760223e+11	5.967593518704e+03
1.370942842960e+11	5.971394278856e+03
1.373998358760e+11	5.975195039008e+03
1.377058310066e+11	5.978995799160e+03
1.380122699319e+11	5.982796559312e+03
1.383191528956e+11	5.986597319464e+03
1.386264801412e+11	5.990398079616e+03
1.389342519120e+11	5.994198839768e+03
1.392424684511e+11	5.997999599920e+03
1.395511300010e+11	6.001800360072e+03
1.398602368044e+11	6.005601120224e+03
1.401697891032e+11	6.009401880376e+03
1.404797871396e+11	6.013202640528e+03
1.407902311551e+11	6.017003400680e+03
1.411011213912e+11	6.020804160832e+03
1.414124580890e+11	6.024604920984e+03
1.417242414892e+11	6.028405681136e+03
1.420364718327e+11	6.032206441288e+03
1.423491493595e+11	6.036007201440e+03
1.426622743100e+11	6.039807961592e+03
1.429758469237e+11	6.043608721744e+03
1.432898674403e+11	6.047409481896e+03
1.436043360991e+11	6.051210242048e+03
1.439192531390e+11	6.055011002200e+03
1.442346187988e+11	6.058811762352e+03
1.445504333170e+11	6.062612522505e+03
1.448666969317e+11	6.066413282657e+03
1.451834098809e+11	6.070214042809e+03
1.455005724024e+11	6.074014802961e+03
1.458181847334e+11	6.077815563113e+03
1.461362471111e+11	6.081616323265e+03
1.464547597725e+11	6.085417083417e+03
1.467737229541e+11	6.089217843569e+03
1.470931368923e+11	6.093018603721e+03
1.474130018232e+11	6.096819363873e+03
1.477333179826e+11	6.100620124025e+03
1.480540856060e+11	6.104420884177e+03
1.483753049287e+11	6.108221644329e+03
1.486969761857e+11	6.112022404481e+03
1.490190996119e+11	6.115823164633e+03
1.493416754416e+11	6.119623924785e+03
1.496647039092e+11	6.123424684937e+03
1.499881852485e+11	6.127225445089e+03
1.503121196933e+11	6.131026205241e+03
1.506365074770e+11	6.134826965393e+03
1.509613488327e+11	6.138627725545e+03
1.512866439933e+11	6.142428485697e+03
1.516123931915e+11	6.146229245849e+03
1.519385966597e+11	6.150030006001e+03
1.522652546299e+11	6.153830766153e+03
1.525923673340e+11	6.157631526305e+03
1.529199350035e+11	6.161432286457e+03
1.532479578697e+11	6.165233046609e+03
1.535764361637e+11	6.169033806761e+03
1.539053701163e+11	6.172834566913e+03
1.542347599579e+11	6.176635327065e+03
1.545646059187e+11	6.180436087217e+03
1.548949082289e+11	6.184236847369e+03
1.552256671180e+11	6.188037607522e+03
1.555568828155e+11	6.191838367674e+03
1.558885555506e+11	6.195639127826e+03
1.562206855523e+11	6.199439887978e+03
1.565532730490e+11	6.203240648130e+03
1.568863182693e+11	6.207041408282e+03
1.572198214412e+11	6.210842168434e+03
1.575537827927e+11	6.214642928586e+03
1.578882025512e+11	6.218443688738e+03
1.582230809441e+11	6.222244448890e+03
1.585584181985e+11	6.226045209042e+03
1.588942145411e+11	6.229845969194e+03
1.592304701984e+11	6.233646729346e+03
1.595671853968e+11	6.237447489498e+03
1.599043603622e+11	6.241248249650e+03
1.602419953204e+11	6.245049009802e+03
1.605800904967e+11	6.248849769954e+03
1.609186461165e+11	6.252650530106e+03
1.612576624046e+11	6.256451290258e+03
1.615971395857e+11	6.260252050410e+03
1.619370778842e+11	6.264052810562e+03
1.622774775242e+11	6.267853570714e+03
1.626183387296e+11	6.271654330866e+03
1.629596617241e+11	6.275455091018e+03
1.633014467309e+11	6.279255851170e+03
1.636436939731e+11	6.283056611322e+03
1.639864036736e+11	6.286857371474e+03
1.643295760548e+11	6.290658131626e+03
1.646732113392e+11	6.294458891778e+03
1.650173097486e+11	6.298259651930e+03
1.653618715048e+11	6.302060412082e+03
1.657068968294e+11	6.305861172234e+03
1.660523859435e+11	6.309661932386e+03
1.663983390681e+11	6.313462692539e+03
1.667447564239e+11	6.317263452691e+03
1.670916382313e+11	6.321064212843e+03
1.674389847105e+11	6.324864972995e+03
1.677867960814e+11	6.328665733147e+03
1.681350725635e+11	6.332466493299e+03
1.684838143764e+11	6.336267253451e+03
1.688330217390e+11	6.340068013603e+03
1.691826948703e+11	6.343868773755e+03
1.695328339887e+11	6.347669533907e+03
1.698834393126e+11	6.351470294059e+03
1.702345110601e+11	6.355271054211e+03
1.705860494489e+11	6.359071814363e+03
1.709380546966e+11	6.362872574515e+03
1.712905270203e+11	6.366673334667e+03
1.716434666372e+11	6.370474094819e+03
1.719968737638e+11	6.374274854971e+03
1.723507486167e+11	6.378075615123e+03
1.727050914121e+11	6.381876375275e+03
1.730599023658e+11	6.385677135427e+03
1.734151816936e+11	6.389477895579e+03
1.737709296109e+11	6.393278655731e+03
1.741271463327e+11	6.397079415883e+03
1.744838320741e+11	6.400880176035e+03
1.748409870495e+11	6.404680936187e+03
1.751986114733e+11	6.408481696339e+03
1.755567055597e+11	6.412282456491e+03
1.759152695223e+11	6.416083216643e+03
1.762743035749e+11	6.419883976795e+03
1.766338079306e+11	6.423684736947e+03
1.769937828025e+11	6.427485497099e+03
1.773542284034e+11	6.431286257251e+03
1.777151449458e+11	6.435087017403e+03
1.780765326418e+11	6.438887777556e+03
1.784383917036e+11	6.442688537708e+03
1.788007223427e+11	6.446489297860e+03
1.791635247706e+11	6.450290058012e+03
1.795267991985e+11	6.454090818164e+03
1.798905458374e+11	6.457891578316e+03
1.802547648978e+11	6.461692338468e+03
1.806194565903e+11	6.465493098620e+03
1.809846211248e+11	6.469293858772e+03
1.813502587113e+11	6.473094618924e+03
1.817163695593e+11	6.476895379076e+03
1.820829538783e+11	6.480696139228e+03
1.824500118773e+11	6.484496899380e+03
1.828175437650e+11	6.488297659532e+03
1.831855497501e+11	6.492098419684e+03
1.835540300409e+11	6.495899179836e+03
1.839229848453e+11	6.499699939988e+03
1.842924143711e+11	6.503500700140e+03
1.846623188259e+11	6.507301460292e+03
1.850326984168e+11	6.511102220444e+03
1.854035533509e+11	6.514902980596e+03
1.857748838348e+11	6.518703740748e+03
1.861466900750e+11	6.522504500900e+03
1.865189722777e+11	6.526305261052e+03
1.868917306488e+11	6.530106021204e+03
1.872649653940e+11	6.533906781356e+03
1.876386767186e+11	6.537707541508e+03
1.880128648278e+11	6.541508301660e+03
1.883875299266e+11	6.545309061812e+03
1.887626722194e+11	6.549109821964e+03
1.891382919106e+11	6.552910582116e+03
1.895143892044e+11	6.556711342268e+03
1.898909643046e+11	6.560512102420e+03
1.902680174147e+11	6.564312862573e+03
1.906455487380e+11	6.568113622725e+03
1.910235584776e+11	6.571914382877e+03
1.914020468362e+11	6.575715143029e+03
1.917810140164e+11	6.579515903181e+03
1.921604602205e+11	6.583316663333e+03
1.925403856504e+11	6.587117423485e+03
1.929207905078e+11	6.590918183637e+03
1.933016749942e+11	6.594718943789e+03
1.936830393109e+11	6.598519703941e+03
1.940648836588e+11	6.602320464093e+03
1.944472082386e+11	6.606121224245e+03
1.948300132507e+11	6.609921984397e+03
1.952132988952e+11	6.613722744549e+03
1.955970653721e+11	6.617523504701e+03
1.959813128811e+11	6.621324264853e+03
1.963660416215e+11	6.625125025005e+03
1.967512517924e+11	6.628925785157e+03
1.971369435927e+11	6.632726545309e+03
1.975231172209e+11	6.636527305461e+03
1.979097728756e+11	6.640328065613e+03
1.982969107546e+11	6.644128825765e+03
1.986845310559e+11	6.647929585917e+03
1.990726339770e+11	6.651730346069e+03
1.994612197152e+11	6.655531106221e+03
1.998502884676e+11	6.659331866373e+03
2.002398404308e+11	6.663132626525e+03
2.006298758015e+11	6.666933386677e+03
2.010203947759e+11	6.670734146829e+03
2.014113975500e+11	6.674534906981e+03
2.018028843195e+11	6.678335667133e+03
2.021948552800e+11	6.682136427285e+03
2.025873106265e+11	6.685937187437e+03
2.029802505542e+11	6.689737947590e+03
2.033736752577e+11	6.693538707742e+03
2.037675849314e+11	6.697339467894e+03
2.041619797696e+11	6.701140228046e+03
2.045568599660e+11	6.704940988198e+03
2.049522257145e+11	6.708741748350e+03
2.053480772084e+11	6.712542508502e+03
2.057444146409e+11	6.716343268654e+03
2.061412382048e+11	6.720144028806e+03
2.065385480928e+11	6.723944788958e+03
2.069363444972e+11	6.727745549110e+03
2.073346276101e+11	6.731546309262e+03
2.077333976235e+11	6.735347069414e+03
2.081326547288e+11	6.739147829566e+03
2.085323991175e+11	6.742948589718e+03
2.089326309805e+11	6.746749349870e+03
2.093333505088e+11	6.750550110022e+03
2.097345578929e+11	6.754350870174e+03
2.101362533230e+11	6.758151630326e+03
2.105384369892e+11	6.761952390478e+03
2.109411090814e+11	6.765753150630e+03
2.113442697890e+11	6.769553910782e+03
2.117479193012e+11	6.773354670934e+03
2.121520578072e+11	6.777155431086e+03
2.125566854956e+11	6.780956191238e+03
2.129618025550e+11	6.784756951390e+03
2.133674091735e+11	6.788557711542e+03
2.137735055392e+11	6.792358471694e+03
2.141800918398e+11	6.796159231846e+03
2.145871682628e+11	6.799959991998e+03
2.149947349953e+11	6.803760752150e+03
2.154027922243e+11	6.807561512302e+03
2.158113401366e+11	6.811362272454e+03
2.162203789185e+11	6.815163032607e+03
2.166299087562e+11	6.818963792759e+03
2.170399298356e+11	6.822764552911e+03
2.174504423425e+11	6.826565313063e+03
2.178614464621e+11	6.830366073215e+03
2.182729423798e+11	6.834166833367e+03
2.186849302803e+11	6.837967593519e+03
2.190974103483e+11	6.841768353671e+03
2.195103827682e+11	6.845569113823e+03
2.199238477241e+11	6.849369873975e+03
2.203378054000e+11	6.853170634127e+03
2.207522559793e+11	6.856971394279e+03
2.211671996455e+11	6.860772154431e+03
2.215826365816e+11	6.864572914583e+03
2.219985669706e+11	6.868373674735e+03
2.224149909950e+11	6.872174434887e+03
2.228319088372e+11	6.875975195039e+03
2.232493206791e+11	6.879775955191e+03
2.236672267028e+11	6.883576715343e+03
2.240856270896e+11	6.887377475495e+03
2.245045220210e+11	6.891178235647e+03
2.249239116780e+11	6.894978995799e+03
2.253437962414e+11	6.898779755951e+03
2.257641758918e+11	6.902580516103e+03
2.261850508094e+11	6.906381276255e+03
2.266064211743e+11	6.910182036407e+03
2.270282871663e+11	6.913982796559e+03
2.274506489649e+11	6.917783556711e+03
2.278735067494e+11	6.921584316863e+03
2.282968606989e+11	6.925385077015e+03
2.287207109920e+11	6.929185837167e+03
2.291450578073e+11	6.932986597319e+03
2.295699013230e+11	6.936787357471e+03
2.299952417173e+11	6.940588117624e+03
2.304210791678e+11	6.944388877776e+03
2.308474138520e+11	6.948189637928e+03
2.312742459471e+11	6.951990398080e+03
2.317015756302e+11	6.955791158232e+03
2.321294030781e+11	6.959591918384e+03
2.325577284671e+11	6.963392678536e+03
2.329865519735e+11	6.967193438688e+03
2.334158737733e+11	6.970994198840e+03
2.338456940423e+11	6.974794958992e+03
2.342760129559e+11	6.978595719144e+03
2.347068306892e+11	6.982396479296e+03
2.351381474174e+11	6.986197239448e+03
2.355699633151e+11	6.989997999600e+03
2.360022785567e+11	6.993798759752e+03
2.364350933166e+11	6.997599519904e+03
2.368684077685e+11	7.001400280056e+03
2.373022220863e+11	7.005201040208e+03
2.377365364434e+11	7.009001800360e+03
2.381713510130e+11	7.012802560512e+03
2.386066659681e+11	7.016603320664e+03
2.390424814813e+11	7.020404080816e+03
2.394787977251e+11	7.024204840968e+03
2.399156148717e+11	7.028005601120e+03
2.403529330931e+11	7.031806361272e+03
2.407907525608e+11	7.035607121424e+03
2.412290734465e+11	7.039407881576e+03
2.416678959212e+11	7.043208641728e+03
2.421072201559e+11	7.047009401880e+03
2.425470463213e+11	7.050810162032e+03
2.429873745878e+11	7.054610922184e+03
2.434282051256e+11	7.058411682336e+03
2.438695381047e+11	7.062212442488e+03
2.443113736947e+11	7.066013202641e+03
2.447537120651e+11	7.069813962793e+03
2.451965533851e+11	7.073614722945e+03
2.456398978235e+11	7.077415483097e+03
2.460837455492e+11	7.081216243249e+03
2.465280967304e+11	7.085017003401e+03
2.469729515355e+11	7.088817763553e+03
2.474183101322e+11	7.092618523705e+03
2.478641726884e+11	7.096419283857e+03
2.483105393715e+11	7.100220044009e+03
2.487574103486e+11	7.104020804161e+03
2.492047857867e+11	7.107821564313e+03
2.496526658525e+11	7.111622324465e+03
2.501010507123e+11	7.115423084617e+03
2.505499405325e+11	7.119223844769e+03
2.509993354790e+11	7.123024604921e+03
2.514492357173e+11	7.126825365073e+03
2.518996414131e+11	7.130626125225e+03
2.523505527314e+11	7.134426885377e+03
2.528019698373e+11	7.138227645529e+03
2.532538928954e+11	7.142028405681e+03
2.537063220702e+11	7.145829165833e+03
2.541592575259e+11	7.149629925985e+03
2.546126994264e+11	7.153430686137e+03
2.550666479355e+11	7.157231446289e+03
2.555211032166e+11	7.161032206441e+03
2.559760654329e+11	7.164832966593e+03
2.564315347475e+11	7.168633726745e+03
2.568875113229e+11	7.172434486897e+03
2.573439953217e+11	7.176235247049e+03
2.578009869061e+11	7.180036007201e+03
2.582584862382e+11	7.183836767353e+03
2.587164934795e+11	7.187637527506e+03
2.591750087916e+11	7.191438287658e+03
2.596340323358e+11	7.195239047810e+03
2.600935642730e+11	7.199039807962e+03
2.605536047640e+11	7.202840568114e+03
2.610141539693e+11	7.206641328266e+03
2.614752120491e+11	7.210442088418e+03
2.619367791634e+11	7.214242848570e+03
2.623988554720e+11	7.218043608722e+03
2.628614411345e+11	7.221844368874e+03
2.633245363100e+11	7.225645129026e+03
2.637881411576e+11	7.229445889178e+03
2.642522558361e+11	7.233246649330e+03
2.647168805040e+11	7.237047409482e+03
2.651820153197e+11	7.240848169634e+03
2.656476604411e+11	7.244648929786e+03
2.661138160260e+11	7.248449689938e+03
2.665804822320e+11	7.252250450090e+03
2.670476592165e+11	7.256051210242e+03
2.675153471364e+11	7.259851970394e+03
2.679835461486e+11	7.263652730546e+03
2.684522564097e+11	7.267453490698e+03
2.689214780760e+11	7.271254250850e+03
2.693912113036e+11	7.275055011002e+03
2.698614562484e+11	7.278855771154e+03
2.703322130658e+11	7.282656531306e+03
2.708034819114e+11	7.286457291458e+03
2.712752629402e+11	7.290258051610e+03
2.717475563071e+11	7.294058811762e+03
2.722203621667e+11	7.297859571914e+03
2.726936806733e+11	7.301660332066e+03
2.731675119812e+11	7.305461092218e+03
2.736418562443e+11	7.309261852370e+03
2.741167136161e+11	7.313062612523e+03
2.745920842501e+11	7.316863372675e+03
2.750679682995e+11	7.320664132827e+03
2.755443659172e+11	7.324464892979e+03
2.760212772559e+11	7.328265653131e+03
2.764987024680e+11	7.332066413283e+03
2.769766417057e+11	7.335867173435e+03
2.774550951210e+11	7.339667933587e+03
2.779340628657e+11	7.343468693739e+03
2.784135450911e+11	7.347269453891e+03
2.788935419485e+11	7.351070214043e+03
2.793740535890e+11	7.354870974195e+03
2.798550801633e+11	7.358671734347e+03
2.803366218218e+11	7.362472494499e+03
2.808186787148e+11	7.366273254651e+03
2.813012509925e+11	7.370074014803e+03
2.817843388045e+11	7.373874774955e+03
2.822679423005e+11	7.377675535107e+03
2.827520616297e+11	7.381476295259e+03
2.832366969412e+11	7.385277055411e+03
2.837218483838e+11	7.389077815563e+03
2.842075161061e+11	7.392878575715e+03
2.846937002565e+11	7.396679335867e+03
2.851804009831e+11	7.400480096019e+03
2.856676184338e+11	7.404280856171e+03
2.861553527561e+11	7.408081616323e+03
2.866436040975e+11	7.411882376475e+03
2.871323726051e+11	7.415683136627e+03
2.876216584259e+11	7.419483896779e+03
2.881114617064e+11	7.423284656931e+03
2.886017825932e+11	7.427085417083e+03
2.890926212325e+11	7.430886177235e+03
2.895839777701e+11	7.434686937387e+03
2.900758523519e+11	7.438487697540e+03
2.905682451232e+11	7.442288457692e+03
2.910611562295e+11	7.446089217844e+03
2.915545858155e+11	7.449889977996e+03
2.920485340262e+11	7.453690738148e+03
2.925430010061e+11	7.457491498300e+03
2.930379868993e+11	7.461292258452e+03
2.935334918501e+11	7.465093018604e+03
2.940295160022e+11	7.468893778756e+03
2.945260594992e+11	7.472694538908e+03
2.950231224845e+11	7.476495299060e+03
2.955207051011e+11	7.480296059212e+03
2.960188074919e+11	7.484096819364e+03
2.965174297996e+11	7.487897579516e+03
2.970165721665e+11	7.491698339668e+03
2.975162347349e+11	7.495499099820e+03
2.980164176466e+11	7.499299859972e+03
2.985171210433e+11	7.503100620124e+03
2.990183450666e+11	7.506901380276e+03
2.995200898575e+11	7.510702140428e+03
3.000223555571e+11	7.514502900580e+03
3.005251423061e+11	7.518303660732e+03
3.010284502451e+11	7.522104420884e+03
3.015322795144e+11	7.525905181036e+03
3.020366302538e+11	7.529705941188e+03
3.025415026034e+11	7.533506701340e+03
3.030468967026e+11	7.537307461492e+03
3.035528126908e+11	7.541108221644e+03
3.040592507071e+11	7.544908981796e+03
3.045662108903e+11	7.548709741948e+03
3.050736933791e+11	7.552510502100e+03
3.055816983120e+11	7.556311262252e+03
3.060902258270e+11	7.560112022404e+03
3.065992760620e+11	7.563912782557e+03
3.071088491549e+11	7.567713542709e+03
3.076189452430e+11	7.571514302861e+03
3.081295644637e+11	7.575315063013e+03
3.086407069538e+11	7.579115823165e+03
3.091523728502e+11	7.582916583317e+03
3.096645622893e+11	7.586717343469e+03
3.101772754076e+11	7.590518103621e+03
3.106905123411e+11	7.594318863773e+03
3.112042732255e+11	7.598119623925e+03
3.117185581966e+11	7.601920384077e+03
3.122333673896e+11	7.605721144229e+03
3.127487009398e+11	7.609521904381e+03
3.132645589820e+11	7.613322664533e+03
3.137809416509e+11	7.617123424685e+03
3.142978490810e+11	7.620924184837e+03
3.148152814064e+11	7.624724944989e+03
3.153332387612e+11	7.628525705141e+03
3.158517212791e+11	7.632326465293e+03
3.163707290936e+11	7.636127225445e+03
3.168902623380e+11	7.639927985597e+03
3.174103211455e+11	7.643728745749e+03
3.179309056487e+11	7.647529505901e+03
3.184520159803e+11	7.651330266053e+03
3.189736522727e+11	7.655131026205e+03
3.194958146580e+11	7.658931786357e+03
3.200185032682e+11	7.662732546509e+03
3.205417182348e+11	7.666533306661e+03
3.210654596894e+11	7.670334066813e+03
3.215897277632e+11	7.674134826965e+03
3.221145225871e+11	7.677935587117e+03
3.226398442920e+11	7.681736347269e+03
3.231656930083e+11	7.685537107421e+03
3.236920688664e+11	7.689337867574e+03
3.242189719963e+11	7.693138627726e+03
3.247464025279e+11	7.696939387878e+03
3.252743605909e+11	7.700740148030e+03
3.258028463145e+11	7.704540908182e+03
3.263318598280e+11	7.708341668334e+03
3.268614012602e+11	7.712142428486e+03
3.273914707400e+11	7.715943188638e+03
3.279220683957e+11	7.719743948790e+03
3.284531943557e+11	7.723544708942e+03
3.289848487480e+11	7.727345469094e+03
3.295170317002e+11	7.731146229246e+03
3.300497433402e+11	7.734946989398e+03
3.305829837950e+11	7.738747749550e+03
3.311167531920e+11	7.742548509702e+03
3.316510516579e+11	7.746349269854e+03
3.321858793195e+11	7.750150030006e+03
3.327212363032e+11	7.753950790158e+03
3.332571227351e+11	7.757751550310e+03
3.337935387413e+11	7.761552310462e+03
3.343304844476e+11	7.765353070614e+03
3.348679599794e+11	7.769153830766e+03
3.354059654621e+11	7.772954590918e+03
3.359445010207e+11	7.776755351070e+03
3.364835667802e+11	7.780556111222e+03
3.370231628651e+11	7.784356871374e+03
3.375632893999e+11	7.788157631526e+03
3.381039465088e+11	7.791958391678e+03
3.386451343156e+11	7.795759151830e+03
3.391868529442e+11	7.799559911982e+03
3.397291025180e+11	7.803360672134e+03
3.402718831604e+11	7.807161432286e+03
3.408151949944e+11	7.810962192438e+03
3.413590381428e+11	7.814762952591e+03
3.419034127283e+11	7.818563712743e+03
3.424483188732e+11	7.822364472895e+03
3.429937566997e+11	7.826165233047e+03
3.435397263298e+11	7.829965993199e+03
3.440862278852e+11	7.833766753351e+03
3.446332614874e+11	7.837567513503e+03
3.451808272577e+11	7.841368273655e+03
3.457289253171e+11	7.845169033807e+03
3.462775557864e+11	7.848969793959e+03
3.468267187863e+11	7.852770554111e+03
3.473764144371e+11	7.856571314263e+03
3.479266428591e+11	7.860372074415e+03
3.484774041721e+11	7.864172834567e+03
3.490286984960e+11	7.867973594719e+03
3.495805259501e+11	7.871774354871e+03
3.501328866538e+11	7.875575115023e+03
3.506857807261e+11	7.879375875175e+03
3.512392082859e+11	7.883176635327e+03
3.517931694518e+11	7.886977395479e+03
3.523476643421e+11	7.890778155631e+03
3.529026930752e+11	7.894578915783e+03
3.534582557689e+11	7.898379675935e+03
3.540143525409e+11	7.902180436087e+03
3.545709835088e+11	7.905981196239e+03
3.551281487899e+11	7.909781956391e+03
3.556858485012e+11	7.913582716543e+03
3.562440827597e+11	7.917383476695e+03
3.568028516819e+11	7.921184236847e+03
3.573621553843e+11	7.924984996999e+03
3.579219939830e+11	7.928785757151e+03
3.584823675942e+11	7.932586517303e+03
3.590432763334e+11	7.936387277455e+03
3.596047203163e+11	7.940188037608e+03
3.601666996582e+11	7.943988797760e+03
3.607292144742e+11	7.947789557912e+03
3.612922648792e+11	7.951590318064e+03
3.618558509878e+11	7.955391078216e+03
3.624199729146e+11	7.959191838368e+03
3.629846307738e+11	7.962992598520e+03
3.635498246793e+11	7.966793358672e+03
3.641155547450e+11	7.970594118824e+03
3.646818210845e+11	7.974394878976e+03
3.652486238111e+11	7.978195639128e+03
3.658159630380e+11	7.981996399280e+03
3.663838388782e+11	7.985797159432e+03
3.669522514443e+11	7.989597919584e+03
3.675212008488e+11	7.993398679736e+03
3.680906872041e+11	7.997199439888e+03
3.686607106222e+11	8.001000200040e+03
3.692312712150e+11	8.004800960192e+03
3.698023690941e+11	8.008601720344e+03
3.703740043710e+11	8.012402480496e+03
3.709461771568e+11	8.016203240648e+03
3.715188875625e+11	8.020004000800e+03
3.720921356990e+11	8.023804760952e+03
3.726659216767e+11	8.027605521104e+03
3.732402456061e+11	8.031406281256e+03
3.738151075973e+11	8.035207041408e+03
3.743905077602e+11	8.039007801560e+03
3.749664462045e+11	8.042808561712e+03
3.755429230397e+11	8.046609321864e+03
3.761199383751e+11	8.050410082016e+03
3.766974923197e+11	8.054210842168e+03
3.772755849825e+11	8.058011602320e+03
3.778542164720e+11	8.061812362472e+03
3.784333868967e+11	8.065613122625e+03
3.790130963648e+11	8.069413882777e+03
3.795933449843e+11	8.073214642929e+03
3.801741328630e+11	8.077015403081e+03
3.807554601084e+11	8.080816163233e+03
3.813373268280e+11	8.084616923385e+03
3.819197331289e+11	8.088417683537e+03
3.825026791180e+11	8.092218443689e+03
3.830861649020e+11	8.096019203841e+03
3.836701905876e+11	8.099819963993e+03
3.842547562809e+11	8.103620724145e+03
3.848398620881e+11	8.107421484297e+03
3.854255081151e+11	8.111222244449e+03
3.860116944675e+11	8.115023004601e+03
3.865984212508e+11	8.118823764753e+03
3.871856885703e+11	8.122624524905e+03
3.877734965309e+11	8.126425285057e+03
3.883618452376e+11	8.130226045209e+03
3.889507347950e+11	8.134026805361e+03
3.895401653074e+11	8.137827565513e+03
3.901301368791e+11	8.141628325665e+03
3.907206496141e+11	8.145429085817e+03
3.913117036161e+11	8.149229845969e+03
3.919032989887e+11	8.153030606121e+03
3.924954358353e+11	8.156831366273e+03
3.930881142591e+11	8.160632126425e+03
3.936813343629e+11	8.164432886577e+03
3.942750962496e+11	8.168233646729e+03
3.948694000217e+11	8.172034406881e+03
3.954642457815e+11	8.175835167033e+03
3.960596336310e+11	8.179635927185e+03
3.966555636723e+11	8.183436687337e+03
3.972520360070e+11	8.187237447489e+03
3.978490507366e+11	8.191038207642e+03
3.984466079624e+11	8.194838967794e+03
3.990447077855e+11	8.198639727946e+03
3.996433503067e+11	8.202440488098e+03
4.002425356267e+11	8.206241248250e+03
4.008422638460e+11	8.210042008402e+03
4.014425350648e+11	8.213842768554e+03
4.020433493832e+11	8.217643528706e+03
4.026447069010e+11	8.221444288858e+03
4.032466077179e+11	8.225245049010e+03
4.038490519332e+11	8.229045809162e+03
4.044520396462e+11	8.232846569314e+03
4.050555709559e+11	8.236647329466e+03
4.056596459611e+11	8.240448089618e+03
4.062642647604e+11	8.244248849770e+03
4.068694274523e+11	8.248049609922e+03
4.074751341349e+11	8.251850370074e+03
4.080813849062e+11	8.255651130226e+03
4.086881798640e+11	8.259451890378e+03
4.092955191060e+11	8.263252650530e+03
4.099034027293e+11	8.267053410682e+03
4.105118308314e+11	8.270854170834e+03
4.111208035090e+11	8.274654930986e+03
4.117303208591e+11	8.278455691138e+03
4.123403829781e+11	8.282256451290e+03
4.129509899624e+11	8.286057211442e+03
4.135621419082e+11	8.289857971594e+03
4.141738389115e+11	8.293658731746e+03
4.147860810679e+11	8.297459491898e+03
4.153988684731e+11	8.301260252050e+03
4.160122012223e+11	8.305061012202e+03
4.166260794109e+11	8.308861772354e+03
4.172405031335e+11	8.312662532507e+03
4.178554724852e+11	8.316463292659e+03
4.184709875603e+11	8.320264052811e+03
4.190870484532e+11	8.324064812963e+03
4.197036552581e+11	8.327865573115e+03
4.203208080688e+11	8.331666333267e+03
4.209385069792e+11	8.335467093419e+03
4.215567520828e+11	8.339267853571e+03
4.221755434729e+11	8.343068613723e+03
4.227948812426e+11	8.346869373875e+03
4.234147654849e+11	8.350670134027e+03
4.240351962925e+11	8.354470894179e+03
4.246561737580e+11	8.358271654331e+03
4.252776979737e+11	8.362072414483e+03
4.258997690316e+11	8.365873174635e+03
4.265223870239e+11	8.369673934787e+03
4.271455520422e+11	8.373474694939e+03
4.277692641780e+11	8.377275455091e+03
4.283935235226e+11	8.381076215243e+03
4.290183301674e+11	8.384876975395e+03
4.296436842031e+11	8.388677735547e+03
4.302695857205e+11	8.392478495699e+03
4.308960348102e+11	8.396279255851e+03
4.315230315625e+11	8.400080016003e+03
4.321505760675e+11	8.403880776155e+03
4.327786684153e+11	8.407681536307e+03
4.334073086956e+11	8.411482296459e+03
4.340364969980e+11	8.415283056611e+03
4.346662334117e+11	8.419083816763e+03
4.352965180260e+11	8.422884576915e+03
4.359273509299e+11	8.426685337067e+03
4.365587322121e+11	8.430486097219e+03
4.371906619612e+11	8.434286857371e+03
4.378231402656e+11	8.438087617524e+03
4.384561672134e+11	8.441888377676e+03
4.390897428927e+11	8.445689137828e+03
4.397238673912e+11	8.449489897980e+03
4.403585407966e+11	8.453290658132e+03
4.409937631963e+11	8.457091418284e+03
4.416295346774e+11	8.460892178436e+03
4.422658553269e+11	8.464692938588e+03
4.429027252318e+11	8.468493698740e+03
