# Zeng et al. (2021) core EOS (Holzapfel EOS)
# Pressure (Pa)	Density (kg m-3)
1.168354e+15	2.827122e+05
1.185567e+15	2.847012e+05
1.203023e+15	2.867041e+05
1.220725e+15	2.887211e+05
1.238677e+15	2.907522e+05
1.256881e+15	2.927977e+05
1.275341e+15	2.948576e+05
1.294061e+15	2.969319e+05
1.313045e+15	2.990209e+05
1.332295e+15	3.011245e+05
1.351815e+15	3.032430e+05
1.371610e+15	3.053763e+05
1.391682e+15	3.075247e+05
1.412036e+15	3.096882e+05
1.432675e+15	3.118669e+05
1.453603e+15	3.140609e+05
1.474824e+15	3.162703e+05
1.496342e+15	3.184953e+05
1.518162e+15	3.207360e+05
1.540286e+15	3.229924e+05
1.562720e+15	3.252647e+05
1.585466e+15	3.275530e+05
1.608531e+15	3.298573e+05
1.631917e+15	3.321779e+05
1.655630e+15	3.345148e+05
1.679673e+15	3.368682e+05
1.704052e+15	3.392381e+05
1.728769e+15	3.416247e+05
1.753831e+15	3.440280e+05
1.779242e+15	3.464483e+05
1.805006e+15	3.488856e+05
1.831129e+15	3.513401e+05
1.857614e+15	3.538118e+05
1.884467e+15	3.563009e+05
1.911693e+15	3.588075e+05
1.939297e+15	3.613318e+05
1.967283e+15	3.638738e+05
1.995658e+15	3.664337e+05
2.024426e+15	3.690116e+05
2.053592e+15	3.716076e+05
2.083162e+15	3.742219e+05
2.113141e+15	3.768546e+05
2.143535e+15	3.795058e+05
2.174349e+15	3.821757e+05
2.205589e+15	3.848644e+05
2.237260e+15	3.875719e+05
2.269369e+15	3.902985e+05
2.301921e+15	3.930443e+05
2.334921e+15	3.958094e+05
2.368377e+15	3.985940e+05
2.402294e+15	4.013982e+05
2.436678e+15	4.042221e+05
2.471535e+15	4.070658e+05
2.506873e+15	4.099296e+05
2.542696e+15	4.128135e+05
2.579012e+15	4.157177e+05
2.615827e+15	4.186423e+05
2.653148e+15	4.215875e+05
2.690982e+15	4.245534e+05
2.729334e+15	4.275402e+05
2.768213e+15	4.305480e+05
2.807626e+15	4.335769e+05
2.847578e+15	4.366272e+05
2.888079e+15	4.396989e+05
2.929134e+15	4.427922e+05
2.970751e+15	4.459073e+05
3.012937e+15	4.490443e+05
3.055701e+15	4.522034e+05
3.099049e+15	4.553847e+05
3.142990e+15	4.585884e+05
3.187532e+15	4.618146e+05
3.232681e+15	4.650636e+05
3.278448e+15	4.683353e+05
3.324838e+15	4.716301e+05
3.371861e+15	4.749481e+05
3.419526e+15	4.782894e+05
3.467840e+15	4.816542e+05
3.516812e+15	4.850427e+05
3.566452e+15	4.884551e+05
3.616766e+15	4.918914e+05
3.667766e+15	4.953519e+05
3.719459e+15	4.988368e+05
3.771855e+15	5.023462e+05
3.824963e+15	5.058802e+05
3.878793e+15	5.094391e+05
3.933353e+15	5.130231e+05
3.988654e+15	5.166323e+05
4.044706e+15	5.202669e+05
4.101517e+15	5.239270e+05
4.159099e+15	5.276129e+05
4.217461e+15	5.313247e+05
4.276614e+15	5.350626e+05
4.336568e+15	5.388269e+05
4.397334e+15	5.426176e+05
4.458921e+15	5.464349e+05
4.521342e+15	5.502792e+05
4.584607e+15	5.541505e+05
4.648726e+15	5.580490e+05
4.713712e+15	5.619749e+05
4.779576e+15	5.659285e+05
4.846329e+15	5.699098e+05
4.913982e+15	5.739192e+05
4.982548e+15	5.779568e+05
5.052039e+15	5.820228e+05
5.122466e+15	5.861174e+05
5.193842e+15	5.902408e+05
5.266180e+15	5.943932e+05
5.339492e+15	5.985749e+05
5.413790e+15	6.027859e+05
5.489088e+15	6.070266e+05
5.565398e+15	6.112971e+05
5.642735e+15	6.155976e+05
5.721110e+15	6.199284e+05
5.800539e+15	6.242897e+05
5.881034e+15	6.286816e+05
5.962610e+15	6.331045e+05
6.045281e+15	6.375584e+05
6.129060e+15	6.420437e+05
6.213963e+15	6.465606e+05
6.300004e+15	6.511092e+05
6.387198e+15	6.556899e+05
6.475560e+15	6.603027e+05
6.565105e+15	6.649480e+05
6.655848e+15	6.696260e+05
6.747806e+15	6.743369e+05
6.840994e+15	6.790809e+05
6.935428e+15	6.838584e+05
7.031124e+15	6.886694e+05
7.128098e+15	6.935142e+05
7.226368e+15	6.983932e+05
7.325950e+15	7.033065e+05
7.426862e+15	7.082543e+05
7.529119e+15	7.132370e+05
7.632741e+15	7.182547e+05
7.737744e+15	7.233077e+05
7.844147e+15	7.283962e+05
7.951967e+15	7.335206e+05
8.061224e+15	7.386810e+05
8.171935e+15	7.438777e+05
8.284120e+15	7.491110e+05
8.397798e+15	7.543811e+05
8.512988e+15	7.596882e+05
8.629709e+15	7.650327e+05
8.747982e+15	7.704148e+05
8.867827e+15	7.758348e+05
8.989264e+15	7.812929e+05
9.112313e+15	7.867893e+05
9.236995e+15	7.923245e+05
9.363333e+15	7.978986e+05
9.491346e+15	8.035119e+05
9.621057e+15	8.091647e+05
9.752487e+15	8.148573e+05
9.885660e+15	8.205899e+05
1.002060e+16	8.263628e+05
1.015732e+16	8.321764e+05
1.029585e+16	8.380308e+05
1.043622e+16	8.439265e+05
1.057845e+16	8.498636e+05
1.072255e+16	8.558425e+05
1.086856e+16	8.618635e+05
1.101650e+16	8.679268e+05
1.116640e+16	8.740327e+05
1.131828e+16	8.801817e+05
1.147216e+16	8.863738e+05
1.162807e+16	8.926096e+05
1.178604e+16	8.988892e+05
1.194610e+16	9.052130e+05
1.210827e+16	9.115813e+05
1.227257e+16	9.179943e+05
1.243904e+16	9.244525e+05
1.260771e+16	9.309562e+05
1.277859e+16	9.375056e+05
1.295173e+16	9.441010e+05
1.312714e+16	9.507429e+05
1.330487e+16	9.574315e+05
