# Grant et al. (2021) liquid iron EOS (https://ui.adsabs.harvard.edu/abs/2021JGRB..12620008G/abstract)
# Vinet fit to experimental data
# Pressure (Pa)	Density (kg m-3)
4.469393e+15	1.853262e+06
4.505629e+15	1.866727e+06
4.542123e+15	1.880291e+06
4.578876e+15	1.893953e+06
4.615889e+15	1.907714e+06
4.653165e+15	1.921575e+06
4.690705e+15	1.935537e+06
4.728511e+15	1.949600e+06
4.766583e+15	1.963766e+06
4.804925e+15	1.978034e+06
4.843537e+15	1.992406e+06
4.882421e+15	2.006883e+06
4.921579e+15	2.021465e+06
4.961013e+15	2.036152e+06
5.000724e+15	2.050947e+06
5.040714e+15	2.065849e+06
5.080984e+15	2.080859e+06
5.121537e+15	2.095978e+06
5.162373e+15	2.111207e+06
5.203496e+15	2.126547e+06
5.244906e+15	2.141998e+06
5.286605e+15	2.157561e+06
5.328596e+15	2.173238e+06
5.370879e+15	2.189028e+06
5.413457e+15	2.204934e+06
5.456331e+15	2.220954e+06
5.499504e+15	2.237091e+06
5.542977e+15	2.253346e+06
5.586751e+15	2.269718e+06
5.630829e+15	2.286210e+06
5.675213e+15	2.302821e+06
5.719904e+15	2.319553e+06
5.764904e+15	2.336407e+06
5.810216e+15	2.353383e+06
5.855840e+15	2.370482e+06
